Index	Sample Name	Sample Type	Component Name	Component Type	Component Group Name	Actual Concentration	Expected RT	Area	Retention Time	Retention Time Delta (min)	Used	Calculated Concentration	Adduct / Charge	Accuracy	Formula	Precursor Mass	Accuracy Acceptance	Concentration Acceptance	Reportable	Ejection Status	Ejection Volume	Ejection Time
119	C12-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	42922.9802057998	0.0219353441092153	0.000935344109215294	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:19.7197308Z
120	C12-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	33998.3100000001	0.0186834085159502	0.00268340851595018	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:19.7197308Z
121	C13-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	54673.6294119273	0.0193690478289609	0.00163095217103912	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:22.7469321Z
122	C13-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	850.500000000003	0.0210519276638348	0.0050519276638348	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:22.7469321Z
123	C14-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	43734.711132127	0.0203869855068883	0.000613014493111682	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:25.7162770Z
124	C14-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	40614.3449999999	0.0173026624721164	0.00130266247211638	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:25.7162770Z
125	C15-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	51689.7469551656	0.0195879141340213	0.00141208586597873	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:28.7196510Z
126	C15-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	1180.12500000001	0.021920427315171	0.00592042731517099	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:28.7196510Z
127	C16-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	50291.9317736725	0.0201032042933131	0.000896795706686878	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:31.7226938Z
128	C16-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	737.999999999992	0.0200597131286326	0.00405971312863259	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:31.7226938Z
129	C17-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	48209.7681420674	0.0200241316077984	0.000975868392201585	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:34.7155900Z
130	C17-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	45039.9599999998	0.017401633227062	0.00140163322706198	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:34.7155900Z
131	C18-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	49352.2519388903	0.0203036541271461	0.00069634587285395	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:37.7242349Z
132	C18-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	38005.8750000004	0.0185743099950731	0.00257430999507311	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:37.7242349Z
133	C19-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	47583.9073403492	0.0196662716815055	0.00133372831849446	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:40.7225465Z
134	C19-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	38507.0850000002	0.0145777934333941	0.00142220656660593	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:40.7225465Z
135	C20-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	48334.6548517383	0.0198685303367524	0.0011314696632476	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:43.7212978Z
136	C20-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	41054.3050000002	0.0163727553777686	0.000372755377768569	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:43.7212978Z
137	C21-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	53791.1621240092	0.0197047364254649	0.00129526357453507	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:46.7200981Z
138	C21-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	1296	0.0186982633972241	0.00269826339722408	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:46.7200981Z
139	C22-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	50327.6799995497	0.0201087995752371	0.000891200424762931	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:49.7440333Z
140	C22-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	32287.4099999998	0.0178725087866131	0.00187250878661308	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:49.7440333Z
141	C23-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	51612.5039403492	0.0196740925651349	0.00132590743486509	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:52.7172427Z
142	C23-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	55717.1469999993	0.0141093473964342	0.00189065260356578	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:52.7172427Z
143	C24-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	56570.6271884956	0.0195738753795392	0.00142612462046082	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:55.7151969Z
144	C24-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	44956.3500000003	0.0174641214326793	0.0014641214326793	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:55.7151969Z
145	D1-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	53668.6725095713	0.0192259895736655	0.00177401042633447	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:07.7083640Z
146	D1-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	40960.2600000016	0.0156542158102746	0.000345784189725397	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:07.7083640Z
147	D2-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	48106.5871429702	0.0199580541342815	0.00104194586571846	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:04.7043457Z
148	D2-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	26543.340000001	0.0166486639563891	0.000648663956389125	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:04.7043457Z
149	D3-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	50970.7685842399	0.0203528836340493	0.000647116365950686	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:01.7063423Z
150	D3-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	850.737500000027	0.0179700347863243	0.00197003478632431	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:01.7063423Z
151	D4-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	53597.688698891	0.0195083444113644	0.00149165558863563	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:58.7026346Z
152	D4-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	795.374999999979	0.0193254011203876	0.00332540112038762	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:58.7026346Z
153	D5-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	50821.5631178432	0.019663346791982	0.00133665320801802	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:55.7081725Z
154	D5-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	5472.85499999978	0.0179273419392685	0.00192734193926846	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:55.7081725Z
155	D6-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	45977.1028208328	0.0203479750071773	0.000652024992822669	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:52.7056275Z
156	D6-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	1007.99999999998	0.0187932227369019	0.0027932227369019	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:52.7056275Z
157	D7-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	49915.1673191141	0.0200128529028913	0.000987147097108721	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:49.7055896Z
158	D7-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	1284.74999999997	0.018403203483689	0.00240320348368896	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:49.7055896Z
159	D8-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	45518.4790805238	0.0206352747392192	0.000364725260780824	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:46.7068411Z
160	D8-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	26312.490000001	0.0192706728055258	0.00327067280552576	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:46.7068411Z
161	D9-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	49792.2673850242	0.0199476953757421	0.00105230462425791	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:43.7072043Z
162	D9-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	45289.1699999976	0.0154088029803837	0.000591197019616305	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:43.7072043Z
163	D10-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	45500.1175267856	0.0201554796471886	0.000844520352811365	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:40.7097716Z
164	D10-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	31420.5300000012	0.0153034716053024	0.000696528394697563	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:40.7097716Z
165	D11-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	47789.125756899	0.0201178350420194	0.000882164957980637	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:37.7358650Z
166	D11-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	21520.5300000008	0.0174385032061763	0.00143850320617625	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:37.7358650Z
167	D12-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	49552.701482676	0.0197482829553206	0.00125171704467939	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:34.7131259Z
168	D12-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	32446.1250000012	0.0176663108350571	0.00166631083505707	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:34.7131259Z
169	D13-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	49296.0739142771	0.0197632963535362	0.00123670364646381	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:31.7147560Z
170	D13-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	44575.199999999	0.0176980129859846	0.00169801298598456	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:31.7147560Z
171	D14-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	45671.1467814573	0.0198216065382914	0.00117839346170864	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:28.7056840Z
172	D14-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	43919.5499999985	0.0177845314744166	0.00178453147441665	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:28.7056840Z
173	D15-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	59787.9680360544	0.0196179582155958	0.00138204178440421	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:25.7070942Z
174	D15-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	826.874999999968	0.0160963089993754	9.63089993753739E-05	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:25.7070942Z
175	D16-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	50158.8813531256	0.0198910775625159	0.00110892243748405	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:22.7089464Z
176	D16-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	1097.99999999997	0.0187045957859911	0.0027045957859911	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:22.7089464Z
177	D17-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	50477.2475756605	0.0199713865819881	0.0010286134180119	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:19.7105918Z
178	D17-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	29008.4720000003	0.0180672432397233	0.00206724323972332	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:19.7105918Z
179	D18-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	49262.4710617909	0.0201693114019912	0.000830688598008812	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:16.7116927Z
180	D18-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	24999.4350000009	0.0165395519857886	0.000539551985788561	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:16.7116927Z
181	D19-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	49543.3653322465	0.0200299844949312	0.000970015505068776	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:13.7419835Z
182	D19-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	883.125000000033	0.0177563450750969	0.00175634507509686	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:13.7419835Z
183	D20-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	48855.1355834623	0.0198506401701476	0.00114935982985236	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:10.7087743Z
184	D20-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	2027.15000000003	0.0143214416951921	0.00167855830480792	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:10.7087743Z
185	D21-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	52424.452025734	0.019559275949738	0.00144072405026196	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:07.7153606Z
186	D21-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	4642.38000000018	0.0156394216907595	0.000360578309240505	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:07.7153606Z
187	D22-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	52226.126993595	0.0198411655048842	0.00115883449511582	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:04.7112391Z
188	D22-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	805.499999999978	0.0226546434469247	0.00665464344692473	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:04.7112391Z
189	D23-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	57622.3713944965	0.0195309214386863	0.00146907856131367	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:01.7130555Z
190	D23-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	2880.21499999984	0.0166272895768945	0.000627289576894507	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:01.7130555Z
191	D24-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	51568.8122091708	0.0196494838157439	0.00135051618425607	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:58.7129067Z
192	D24-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	51570.1349999992	0.0170428603136368	0.00104286031363684	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:58.7129067Z
193	E1-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	58753.0621790475	0.0193172004502467	0.0016827995497533	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:10.7024709Z
194	E1-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	1914.30000000002	0.016898316400148	0.000898316400148032	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:10.7024709Z
195	E2-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	50171.0287018977	0.0199586937793798	0.00104130622062024	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:13.7121336Z
196	E2-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	34707.1950000005	0.0174191334154615	0.00141913341546152	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:13.7121336Z
197	E3-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	49408.1006254173	0.0195043371752417	0.00149566282475833	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:16.7068608Z
198	E3-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	31044.1499999992	0.0134575525156847	0.00254244748431534	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:16.7068608Z
199	E4-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	52121.6175397482	0.019887826900769	0.00111217309923104	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:19.7004196Z
200	E4-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	30474.7245000001	0.0183959654756343	0.00239596547563429	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:19.7004196Z
201	E5-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	52402.3281545399	0.0202576307730294	0.000742369226970629	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:22.7096010Z
202	E5-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	880.874999999961	0.0223276669630806	0.00632766696308058	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:22.7096010Z
203	E6-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	45246.2919871743	0.0204934248339165	0.000506575166083545	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:25.7079184Z
204	E6-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	38403.7200000015	0.0134629970161706	0.00253700298382939	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:25.7079184Z
205	E7-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	46155.6669051797	0.019916097525619	0.00108390247438095	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:28.7319262Z
206	E7-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	52976.7880000009	0.0163896819046105	0.000389681904610466	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:28.7319262Z
207	E8-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	53057.6110545224	0.0191588333591249	0.00184116664087506	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:31.7070534Z
208	E8-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	15250.2300000006	0.0175366665828032	0.00153666658280315	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:31.7070534Z
209	E9-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	54144.600340373	0.0195274573594513	0.00147254264054874	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:34.7051611Z
210	E9-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	911.250000000016	0.0170762125401778	0.00107621254017783	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:34.7051611Z
211	E10-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	45986.5716837411	0.0206695060981017	0.000330493901898338	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:37.7045156Z
212	E10-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	28700.4315000004	0.0174720956854346	0.00147209568543463	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:37.7045156Z
213	E11-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	52715.5291347848	0.0193982816236883	0.00160171837631175	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:40.7031401Z
214	E11-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	36750.0599999995	0.0176999783352124	0.00169997833521239	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:40.7031401Z
215	E12-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	52493.2500435075	0.0203739734678707	0.000626026532129276	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:43.7073612Z
216	E12-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	529.874999999983	0.0179703817957475	0.00197038179574752	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:43.7073612Z
217	E13-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	49572.5782521084	0.0200519741127201	0.000948025887279855	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:46.7020420Z
218	E13-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	46741.5930000003	0.0152426234402624	0.000757376559737634	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:46.7020420Z
219	E14-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	45818.5490902059	0.0201936277534241	0.000806372246575929	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:49.6997610Z
220	E14-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	20814.0299999995	0.0170881805299337	0.00108818052993373	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:49.6997610Z
221	E15-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	49716.9002083254	0.0201152701271884	0.000884729872811619	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:52.6989540Z
222	E15-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	37647.7650000014	0.0167686277012514	0.000768627701251377	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:52.6989540Z
223	E16-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	53200.1678681027	0.0197779692286786	0.00122203077132139	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:55.7269258Z
224	E16-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	976.500000000037	0.0174983584350413	0.0014983584350413	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:55.7269258Z
225	E17-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	48240.4142909819	0.0196691846168972	0.00133081538310275	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:58.6993329Z
226	E17-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	48095.3250000018	0.0168637745326474	0.000863774532647351	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:58.6993329Z
227	E18-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	46603.2543674821	0.020094281319985	0.000905718680015048	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:01.6987006Z
228	E18-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	38257.829999999	0.0157421003667887	0.000257899633211271	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:01.6987006Z
229	E19-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	51983.5488840814	0.0198498400501451	0.00115015994985494	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:04.6957828Z
230	E19-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	610.875000000027	0.0191241794327214	0.00312417943272135	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:04.6957828Z
231	E20-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	46083.0015129549	0.0203509597851149	0.000649040214885099	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:07.7054598Z
232	E20-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	46211.3099999983	0.0160193437430676	1.93437430676471E-05	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:07.7054598Z
233	E21-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	51839.4411423393	0.0200594031953419	0.000940596804658116	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:10.6937385Z
234	E21-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	12301.8749999994	0.0188315616843863	0.00283156168438631	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:10.6937385Z
235	E22-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	45912.0771470936	0.02009764953539	0.000902350464610048	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:13.6930310Z
236	E22-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	43860.4649999987	0.0163900529206382	0.000390052920638161	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:13.6930310Z
237	E23-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	47907.6118576898	0.0197486709183318	0.00125132908166817	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:16.6960235Z
238	E23-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	22559.8499999997	0.0147213461779223	0.00127865382207769	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:16.6960235Z
239	E24-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	52112.41278626	0.0199627666948444	0.0010372333051556	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:19.7494217Z
240	E24-1	Unknown	CK	Quantifiers	Group 1	N/A	0.016	40148.0600000015	0.0177557115843467	0.0017557115843467	True	<2 points		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:19.7494217Z
241	F1-1	Unknown	PPD	Internal Standards	Group 1	1	0.021	55257.1791155385	0.0196992190181587	0.00130078098184133	True	N/A		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:31.6871364Z
