Index	Sample Name	Sample Type	Component Name	Component Type	Component Group Name	Actual Concentration	Expected RT	Area	Retention Time	Retention Time Delta (min)	Used	Calculated Concentration	Adduct / Charge	Accuracy	Formula	Precursor Mass	Accuracy Acceptance	Concentration Acceptance	Reportable	Ejection Status	Ejection Volume	Ejection Time
120	C12-1	Unknown	CK	Internal Standards	Group 1	1	0.014	51321.9424703168	0.0200325829222756	0.00603258292227563	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:19.7197308Z
121	C13-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	47932.2449999998	0.0189642481184305	3.57518815695262E-05	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:22.7469321Z
122	C13-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1277.492739001	0.0222614919576074	0.00826149195760741	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:22.7469321Z
123	C14-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	37226.0250000002	0.020098647992411	0.00109864799241097	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:25.7162770Z
124	C14-1	Unknown	CK	Internal Standards	Group 1	1	0.014	59282.5016490867	0.0191200483956676	0.00512004839566761	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:25.7162770Z
125	C15-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	44224.5150000002	0.0189255964303778	7.44035696221869E-05	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:28.7196510Z
126	C15-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1770.57249818771	0.0200387302440196	0.00603873024401958	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:28.7196510Z
127	C16-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	40362.7050000002	0.0187238525479951	0.000276147452004879	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:31.7226938Z
128	C16-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1265.37810523735	0.0229878379288285	0.00898783792882846	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:31.7226938Z
129	C17-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	41539.6350000002	0.0194147723935716	0.000414772393571568	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:34.7155900Z
130	C17-1	Unknown	CK	Internal Standards	Group 1	1	0.014	62086.1799062947	0.018418671149941	0.00441867114994103	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:34.7155900Z
131	C18-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	41760.6749999997	0.0195531302450887	0.000553130245088698	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:37.7242349Z
132	C18-1	Unknown	CK	Internal Standards	Group 1	1	0.014	55969.7382517834	0.0207567502430485	0.00675675024304853	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:37.7242349Z
133	C19-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	42318.8100000003	0.0191403699162117	0.000140369916211656	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:40.7225465Z
134	C19-1	Unknown	CK	Internal Standards	Group 1	1	0.014	51715.728839015	0.0184580713141317	0.00445807131413172	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:40.7225465Z
135	C20-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	41021.4599999997	0.0193570826285086	0.000357082628508646	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:43.7212978Z
136	C20-1	Unknown	CK	Internal Standards	Group 1	1	0.014	59258.6561469142	0.0196799765231182	0.00567997652311824	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:43.7212978Z
137	C21-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	44960.2650000004	0.0191511068308377	0.000151106830837706	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:46.7200981Z
138	C21-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1912.1718647181	0.0196991681179976	0.00569916811799756	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:46.7200981Z
139	C22-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	41711.0400000001	0.0195007059316415	0.000500705931641542	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:49.7440333Z
140	C22-1	Unknown	CK	Internal Standards	Group 1	1	0.014	46806.8387350722	0.0195324100596091	0.00553241005960911	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:49.7440333Z
141	C23-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	44525.6825000003	0.0183149789459022	0.000685021054097786	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:52.7172427Z
142	C23-1	Unknown	CK	Internal Standards	Group 1	1	0.014	74481.9553216102	0.0178570194648798	0.00385701946487975	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:52.7172427Z
143	C24-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	47198.5200000004	0.0187147710161265	0.000285228983873526	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:55.7151969Z
144	C24-1	Unknown	CK	Internal Standards	Group 1	1	0.014	66928.3806110458	0.0195167753507683	0.00551677535076829	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:55.7151969Z
145	D1-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	47545.4250000018	0.0189193206931252	8.06793068747862E-05	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:07.7083640Z
146	D1-1	Unknown	CK	Internal Standards	Group 1	1	0.014	55827.5131649331	0.0176040492430961	0.00360404924309612	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:07.7083640Z
147	D2-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	40479.8400000015	0.0195315378393266	0.000531537839326635	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:04.7043457Z
148	D2-1	Unknown	CK	Internal Standards	Group 1	1	0.014	37253.960707434	0.0181639133927876	0.00416391339278755	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:04.7043457Z
149	D3-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	40156.5600000015	0.0193209026073687	0.000320902607368733	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:01.7063423Z
150	D3-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1240.54702887993	0.0197290715153528	0.00572907151535281	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:01.7063423Z
151	D4-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	47131.7849999993	0.0190603776819121	6.03776819120931E-05	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:58.7026346Z
152	D4-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1156.9705705968	0.0217231431642655	0.00772314316426551	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:58.7026346Z
153	D5-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	43511.2199999991	0.0187986717531293	0.000201328246870691	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:55.7081725Z
154	D5-1	Unknown	CK	Internal Standards	Group 1	1	0.014	8175.42869871664	0.0202808677778563	0.00628086777785629	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:55.7081725Z
155	D6-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	36752.6249999989	0.0189494454282218	5.05545717781712E-05	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:52.7056275Z
156	D6-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1478.24993818805	0.0208460343283809	0.00684603432838091	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:52.7056275Z
157	D7-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	41293.2599999988	0.0193694054025265	0.000369405402526508	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:49.7055896Z
158	D7-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1916.91367436636	0.021366988673836	0.00736698867383605	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:49.7055896Z
159	D8-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	35636.3550000013	0.0181617907237595	0.00083820927624045	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:46.7068411Z
160	D8-1	Unknown	CK	Internal Standards	Group 1	1	0.014	42779.8177237977	0.0212531040619067	0.00725310406190673	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:46.7068411Z
161	D9-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	42360.5699999999	0.0191914004808173	0.000191400480817294	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:43.7072043Z
162	D9-1	Unknown	CK	Internal Standards	Group 1	1	0.014	62986.0923473735	0.0178516019296727	0.00385160192967269	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:43.7072043Z
163	D10-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	37787.8050000014	0.0193848218947254	0.000384821894725367	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:40.7097716Z
164	D10-1	Unknown	CK	Internal Standards	Group 1	1	0.014	45717.1380785254	0.0184463223326026	0.00444632233260259	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:40.7097716Z
165	D11-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	39623.9849999996	0.0195552250951816	0.000555225095181602	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:37.7358650Z
166	D11-1	Unknown	CK	Internal Standards	Group 1	1	0.014	31569.1391406513	0.0198527482006791	0.00585274820067915	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:37.7358650Z
167	D12-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	42297.9750000016	0.0190764913249084	7.64913249084349E-05	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:34.7131259Z
168	D12-1	Unknown	CK	Internal Standards	Group 1	1	0.014	46253.2440795279	0.0192883634246374	0.00528836342463736	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:34.7131259Z
169	D13-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	42797.6099999989	0.0184224933409036	0.000577506659096429	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:31.7147560Z
170	D13-1	Unknown	CK	Internal Standards	Group 1	1	0.014	60308.9381974372	0.0191702805268529	0.0051702805268529	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:31.7147560Z
171	D14-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	38014.1869999981	0.0189531263873042	4.68736126957546E-05	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:28.7056840Z
172	D14-1	Unknown	CK	Internal Standards	Group 1	1	0.014	65255.9149597555	0.0194476370618656	0.00544763706186563	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:28.7056840Z
173	D15-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	50243.624999999	0.0188351221043698	0.000164877895630196	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:25.7070942Z
174	D15-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1120.66555790152	0.0208638496929016	0.0068638496929016	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:25.7070942Z
175	D16-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	40226.6249999983	0.0192075599448799	0.000207559944879889	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:22.7089464Z
176	D16-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1578.86996336815	0.0204154330678068	0.00641543306780679	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:22.7089464Z
177	D17-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	40093.9060000006	0.0185540848609473	0.000445915139052677	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:19.7105918Z
178	D17-1	Unknown	CK	Internal Standards	Group 1	1	0.014	47154.5091977956	0.0205762806451573	0.00657628064515726	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:19.7105918Z
179	D18-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	38613.8700000015	0.0195905507949419	0.000590550794941854	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:16.7116927Z
180	D18-1	Unknown	CK	Internal Standards	Group 1	1	0.014	40128.6830759344	0.0193365652882827	0.00533656528828274	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:16.7116927Z
181	D19-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	41978.4750000016	0.0192868341454754	0.000286834145475444	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:13.7419835Z
182	D19-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1086.79765285092	0.0194419643458491	0.00544196434584911	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:13.7419835Z
183	D20-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	40281.6945000004	0.0192745777867818	0.000274577786781829	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:10.7087743Z
184	D20-1	Unknown	CK	Internal Standards	Group 1	1	0.014	2692.07728104995	0.0163246018537073	0.00232460185370727	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:10.7087743Z
185	D21-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	45731.789999999	0.0187310410915619	0.000268958908438092	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:07.7153606Z
186	D21-1	Unknown	CK	Internal Standards	Group 1	1	0.014	6712.57910776113	0.0198442035517842	0.00584420355178425	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:07.7153606Z
187	D22-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	44087.8049999991	0.0190065629353339	6.56293533392305E-06	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:04.7112391Z
188	D22-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1306.20069584443	0.0234709659621932	0.0094709659621932	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:04.7112391Z
189	D23-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	49973.1959999976	0.0188653981436827	0.000134601856317265	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:01.7130555Z
190	D23-1	Unknown	CK	Internal Standards	Group 1	1	0.014	3989.0733985112	0.0181335698841622	0.00413356988416221	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:50:01.7130555Z
191	D24-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	45832.6350000004	0.0187688724769856	0.000231127523014421	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:58.7129067Z
192	D24-1	Unknown	CK	Internal Standards	Group 1	1	0.014	69502.8872898138	0.0189939953553779	0.00499399535537795	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:49:58.7129067Z
193	E1-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	51162.1924999983	0.0184611142828315	0.000538885717168515	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:10.7024709Z
194	E1-1	Unknown	CK	Internal Standards	Group 1	1	0.014	2396.06056928067	0.0178184078168541	0.00381840781685407	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:10.7024709Z
195	E2-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	40161.5100000015	0.0190799344790172	7.99344790171699E-05	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:13.7121336Z
196	E2-1	Unknown	CK	Internal Standards	Group 1	1	0.014	55371.3035602257	0.0202278864635785	0.00622788646357847	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:13.7121336Z
197	E3-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	42307.5149999989	0.0188947406356537	0.000105259364346313	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:16.7068608Z
198	E3-1	Unknown	CK	Internal Standards	Group 1	1	0.014	40236.92776504	0.0168604203339454	0.00286042033394537	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:16.7068608Z
199	E4-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	41503.0644999976	0.0192155381714574	0.000215538171457391	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:19.7004196Z
200	E4-1	Unknown	CK	Internal Standards	Group 1	1	0.014	50117.2574218322	0.0209098141341539	0.00690981413415387	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:19.7004196Z
201	E5-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	41717.1149999987	0.0184219939391795	0.000578006060820521	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:22.7096010Z
202	E5-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1422.31704838341	0.022667189672085	0.00866718967208496	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:22.7096010Z
203	E6-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	36265.3649999993	0.0197683441957011	0.000768344195701098	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:25.7079184Z
204	E6-1	Unknown	CK	Internal Standards	Group 1	1	0.014	55185.9155087748	0.0174599432721526	0.00345994327215258	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:25.7079184Z
205	E7-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	40158.3730000006	0.0185999248839521	0.000400075116047945	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:28.7319262Z
206	E7-1	Unknown	CK	Internal Standards	Group 1	1	0.014	69120.8614237546	0.0182973179887866	0.00429731798878662	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:28.7319262Z
207	E8-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	47381.0850000018	0.0183338223891277	0.000666177610872273	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:31.7070534Z
208	E8-1	Unknown	CK	Internal Standards	Group 1	1	0.014	19570.4170851849	0.0181625250522076	0.00416252505220763	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:31.7070534Z
209	E9-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	46381.3200000017	0.018447559163794	0.000552440836205963	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:34.7051611Z
210	E9-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1283.1337174002	0.019519176435802	0.00551917643580198	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:34.7051611Z
211	E10-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	39012.0365000006	0.0200544282340908	0.00105442823409082	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:37.7045156Z
212	E10-1	Unknown	CK	Internal Standards	Group 1	1	0.014	38491.2374412095	0.0186748914677139	0.00467489146771389	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:37.7045156Z
213	E11-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	45248.8949999998	0.018396461575399	0.000603538424600973	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:40.7031401Z
214	E11-1	Unknown	CK	Internal Standards	Group 1	1	0.014	55096.4058638172	0.0197778538097544	0.00577785380975445	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:40.7031401Z
215	E12-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	40561.469999999	0.0190750896734231	7.50896734230989E-05	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:43.7073612Z
216	E12-1	Unknown	CK	Internal Standards	Group 1	1	0.014	926.097268272202	0.0237012921568794	0.00970129215687945	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:43.7073612Z
217	E13-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	42875.6419999976	0.0195217968011442	0.000521796801144232	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:46.7020420Z
218	E13-1	Unknown	CK	Internal Standards	Group 1	1	0.014	62896.9231016627	0.0176049113243387	0.00360491132433872	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:46.7020420Z
219	E14-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	38755.5749999991	0.019070430142887	7.04301428869764E-05	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:49.6997610Z
220	E14-1	Unknown	CK	Internal Standards	Group 1	1	0.014	27760.84434034	0.0182782510051292	0.00427825100512917	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:49.6997610Z
221	E15-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	41385.1500000016	0.0192881286954686	0.000288128695468577	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:52.6989540Z
222	E15-1	Unknown	CK	Internal Standards	Group 1	1	0.014	54138.8016691043	0.0187192700318345	0.00471927003183447	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:52.6989540Z
223	E16-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	43450.8100000004	0.018890393903431	0.000109606096568956	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:55.7269258Z
224	E16-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1493.44941354215	0.0201992189671772	0.00619921896717718	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:55.7269258Z
225	E17-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	42085.6650000016	0.0191893241927721	0.000189324192772133	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:58.6993329Z
226	E17-1	Unknown	CK	Internal Standards	Group 1	1	0.014	70022.2785565896	0.0198148523762214	0.00581485237622141	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:51:58.6993329Z
227	E18-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	38776.635000001	0.0193586236616511	0.000358623661651097	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:01.6987006Z
228	E18-1	Unknown	CK	Internal Standards	Group 1	1	0.014	58585.1347595074	0.0191987454819545	0.0051987454819545	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:01.6987006Z
229	E19-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	44163.3150000017	0.0192579347338168	0.000257934733816773	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:04.6957828Z
230	E19-1	Unknown	CK	Internal Standards	Group 1	1	0.014	861.356741897502	0.0201532996201637	0.00615329962016373	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:04.6957828Z
231	E20-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	39490.0649999984	0.0194053524289658	0.000405352428965781	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:07.7054598Z
232	E20-1	Unknown	CK	Internal Standards	Group 1	1	0.014	62344.6372139567	0.0181581114986653	0.00415811149866527	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:07.7054598Z
233	E21-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	41034.3749999986	0.01880168234602	0.000198317653980033	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:10.6937385Z
234	E21-1	Unknown	CK	Internal Standards	Group 1	1	0.014	19746.0894824372	0.0208434112949043	0.00684341129490426	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:10.6937385Z
235	E22-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	38271.0599999989	0.0193508878252421	0.000350887825242147	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:13.6930310Z
236	E22-1	Unknown	CK	Internal Standards	Group 1	1	0.014	64762.565529873	0.0188777940028871	0.0048777940028871	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:13.6930310Z
237	E23-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	41150.5199999993	0.0187069995952923	0.000293000404707727	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:16.6960235Z
238	E23-1	Unknown	CK	Internal Standards	Group 1	1	0.014	30402.3808703493	0.0179885998768644	0.00398859987686438	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:16.6960235Z
239	E24-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	43960.5900000017	0.0192102943126155	0.000210294312615485	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:19.7494217Z
240	E24-1	Unknown	CK	Internal Standards	Group 1	1	0.014	60952.7203766013	0.0205209628900089	0.00652096289000891	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:19.7494217Z
241	F1-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	49287.9599999983	0.0191345349785502	0.000134534978550233	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:31.6871364Z
242	F1-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1623.81582559737	0.0226845572434686	0.00868455724346859	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:31.6871364Z
