Index	Sample Name	Sample Type	Component Name	Component Type	Component Group Name	Actual Concentration	Expected RT	Area	Retention Time	Retention Time Delta (min)	Used	Calculated Concentration	Adduct / Charge	Accuracy	Formula	Precursor Mass	Accuracy Acceptance	Concentration Acceptance	Reportable	Ejection Status	Ejection Volume	Ejection Time
243	F2-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	40655.7449999992	0.0196548321876052	0.000654832187605162	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:28.6927637Z
244	F2-1	Unknown	CK	Internal Standards	Group 1	1	0.014	37584.187651057	0.017793905861777	0.00379390586177697	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:28.6927637Z
245	F3-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	46501.785	0.0190176380433716	1.76380433715567E-05	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:25.6836542Z
246	F3-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1469.43677796865	0.0166736847638908	0.00267368476389084	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:25.6836542Z
247	F4-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	38234.2950000015	0.0201105373918551	0.00111053739185506	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:22.6842993Z
248	F4-1	Unknown	CK	Internal Standards	Group 1	1	0.014	70000.3294296106	0.0186204936670523	0.00462049366705232	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:22.6842993Z
249	F5-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	47740.6800000018	0.019025832367011	2.58323670109632E-05	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:19.6859119Z
250	F5-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1462.70836638504	0.0140824416499372	8.24416499372472E-05	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:19.6859119Z
251	F6-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	37228.6800000014	0.0190945426099112	9.45426099112461E-05	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:16.6825686Z
252	F6-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1301.39534783648	0.0184280345035893	0.00442803450358932	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:16.6825686Z
253	F7-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	47489.4820000001	0.0185667479191072	0.00043325208089276	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:13.6883694Z
254	F7-1	Unknown	CK	Internal Standards	Group 1	1	0.014	10507.9818975295	0.0188800962427454	0.00488009624274545	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:13.6883694Z
255	F8-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	38445.9750000015	0.0188571761393337	0.000142823860666285	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:10.6904046Z
256	F8-1	Unknown	CK	Internal Standards	Group 1	1	0.014	46994.7407001683	0.0199154120818549	0.00591541208185489	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:10.6904046Z
257	F9-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	46042.8749999988	0.0188551805481903	0.000144819451809667	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:07.6863185Z
258	F9-1	Unknown	CK	Internal Standards	Group 1	1	0.014	4294.58731079112	0.0200517164308608	0.00605171643086075	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:07.6863185Z
259	F10-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	43795.8444999975	0.0188005613473974	0.000199438652602607	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:04.6869125Z
260	F10-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1277.39403432802	0.0201451199139368	0.0061451199139368	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:04.6869125Z
261	F11-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	46502.9099999989	0.018891019368961	0.000108980631039025	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:01.6884890Z
262	F11-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1742.29787588911	0.0191580349359063	0.00515803493590631	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:01.6884890Z
263	F12-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	42057.6750000006	0.0194286155929279	0.000428615592927898	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:58.6840076Z
264	F12-1	Unknown	CK	Internal Standards	Group 1	1	0.014	2704.59489014538	0.0200771331845792	0.00607713318457916	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:58.6840076Z
265	F13-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	40289.7720000006	0.0194192822765855	0.000419282276585477	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:55.6909381Z
266	F13-1	Unknown	CK	Internal Standards	Group 1	1	0.014	60689.9698117085	0.0191533666426123	0.00515336664261227	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:55.6909381Z
267	F14-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	41776.0650000016	0.0191182833041526	0.000118283304152568	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:52.6921926Z
268	F14-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1446.22222732982	0.0209450318804934	0.00694503188049341	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:52.6921926Z
269	F15-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	48353.5800000001	0.0189841490143608	1.58509856391618E-05	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:49.6924913Z
270	F15-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1401.49450475556	0.0219226372318294	0.00792263723182944	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:49.6924913Z
271	F16-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	41256.4095000004	0.0188661335585241	0.000133866441475877	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:46.6891815Z
272	F16-1	Unknown	CK	Internal Standards	Group 1	1	0.014	52512.0005428606	0.0199252171432012	0.00592521714320122	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:46.6891815Z
273	F17-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	42473.7899999994	0.0187750579875846	0.000224942012415449	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:43.6913389Z
274	F17-1	Unknown	CK	Internal Standards	Group 1	1	0.014	64158.9926751804	0.019851180895793	0.00585118089579303	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:43.6913389Z
275	F18-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	34539.9299999993	0.0216912014856566	0.00269120148565663	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:40.6968338Z
276	F18-1	Unknown	CK	Internal Standards	Group 1	1	0.014	56398.6997125471	0.0220382227327672	0.00803822273276718	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:40.6968338Z
277	F19-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	37933.9369999981	0.0191881556027051	0.000188155602705079	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:37.6885568Z
278	F19-1	Unknown	CK	Internal Standards	Group 1	1	0.014	54742.4270608861	0.020592376790477	0.00659237679047696	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:37.6885568Z
279	F20-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	45904.364999999	0.0183821341981467	0.000617865801853346	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:34.6939733Z
280	F20-1	Unknown	CK	Internal Standards	Group 1	1	0.014	3826.85217174811	0.0206091141457371	0.00660911414573706	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:34.6939733Z
281	F21-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	41582.6100000016	0.0198017166834829	0.000801716683482886	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:31.6958113Z
282	F21-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1348.24089031672	0.0190836629158334	0.00508366291583344	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:31.6958113Z
283	F22-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	39738.1424999987	0.0193368704979662	0.000336870497966213	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:28.6967561Z
284	F22-1	Unknown	CK	Internal Standards	Group 1	1	0.014	61498.1769683933	0.0181552000156891	0.00415520001568914	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:28.6967561Z
285	F23-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	45000.0900000017	0.0188308115642588	0.00016918843574118	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:25.6989128Z
286	F23-1	Unknown	CK	Internal Standards	Group 1	1	0.014	66503.998972345	0.0185670406298103	0.00456704062981027	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:25.6989128Z
287	F24-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	39019.6349999996	0.0193859086855056	0.000385908685505577	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:22.6944952Z
288	F24-1	Unknown	CK	Internal Standards	Group 1	1	0.014	61424.4236826285	0.019557391485894	0.005557391485894	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:52:22.6944952Z
289	G1-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	41870.699999999	0.0185557336096317	0.000444266390368275	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:34.7155196Z
290	G1-1	Unknown	CK	Internal Standards	Group 1	1	0.014	64177.6165450191	0.0195162725729035	0.00551627257290351	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:34.7155196Z
291	G2-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	38871.4950000015	0.0192957104686124	0.000295710468612386	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:37.6933395Z
292	G2-1	Unknown	CK	Internal Standards	Group 1	1	0.014	60361.5434750361	0.0203148042793367	0.00631480427933666	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:37.6933395Z
293	G3-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	48152.3849999991	0.019124578928671	0.00012457892867097	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:40.6872309Z
294	G3-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1247.49393997606	0.0192160571853722	0.00521605718537221	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:40.6872309Z
295	G4-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	36777.1950000014	0.0193663016742315	0.000366301674231538	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:43.6817010Z
296	G4-1	Unknown	CK	Internal Standards	Group 1	1	0.014	49109.5883062373	0.0194218690494431	0.00542186904944315	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:43.6817010Z
297	G5-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	45258.5249999998	0.0188203956235653	0.00017960437643471	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:46.6899962Z
298	G5-1	Unknown	CK	Internal Standards	Group 1	1	0.014	2007.61067669511	0.0216899414858261	0.00768994148582611	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:46.6899962Z
299	G6-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	43722.2250000016	0.0184819448735131	0.000518055126486935	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:49.6833843Z
300	G6-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1237.95768179528	0.0226598634900043	0.00865986349000431	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:49.6833843Z
301	G7-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	40786.3349999982	0.0188878306577229	0.000112169342277074	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:52.6824096Z
302	G7-1	Unknown	CK	Internal Standards	Group 1	1	0.014	49381.7950584889	0.0205076442455196	0.00650764424551957	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:52.6824096Z
303	G8-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	38193.197499999	0.0195485411481045	0.000548541148104525	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:55.6807952Z
304	G8-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1533.0356089603	0.0219077261965648	0.00790772619656476	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:55.6807952Z
305	G9-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	47206.1699999984	0.018954137363171	4.58626368290381E-05	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:58.6811245Z
306	G9-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1307.76155787264	0.0206970795683875	0.00669707956838755	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:53:58.6811245Z
307	G10-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	40184.8649999997	0.0199511977188154	0.00095119771881538	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:01.7084927Z
308	G10-1	Unknown	CK	Internal Standards	Group 1	1	0.014	49929.3733769128	0.0198667700590782	0.00586677005907819	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:01.7084927Z
309	G11-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	61293.7630000051	0.0187567657466023	0.000243234253397673	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:04.6783781Z
310	G11-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1389.0816525114	0.0193433511609615	0.0053433511609615	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:04.6783781Z
311	G12-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	55820.5200000021	0.0182966116439331	0.000703388356066915	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:07.6807817Z
312	G12-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1280.06621608219	0.0208404700658914	0.00684047006589135	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:07.6807817Z
313	G13-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	41182.7849999959	0.0181670237835693	0.000832976216430747	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:10.6844160Z
314	G13-1	Unknown	CK	Internal Standards	Group 1	1	0.014	59172.7099831738	0.0204567157144399	0.00645671571443988	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:10.6844160Z
315	G14-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	42295.517999998	0.0191131329589826	0.000113132958982586	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:13.6839087Z
316	G14-1	Unknown	CK	Internal Standards	Group 1	1	0.014	2973.45781790285	0.0209156393895624	0.00691563938956244	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:13.6839087Z
317	G15-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	45174.0150000017	0.0191092462826604	0.00010924628266035	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:16.6836148Z
318	G15-1	Unknown	CK	Internal Standards	Group 1	1	0.014	66002.6810678481	0.0185316718531497	0.00453167185314974	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:16.6836148Z
319	G16-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	37061.4600000014	0.0184010185523627	0.000598981447637325	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:19.6771444Z
320	G16-1	Unknown	CK	Internal Standards	Group 1	1	0.014	41129.5220778717	0.0210051348874651	0.00700513488746514	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:19.6771444Z
321	G17-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	41303.925499998	0.0193003543673662	0.000300354367366192	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:22.6759935Z
322	G17-1	Unknown	CK	Internal Standards	Group 1	1	0.014	53480.4816400435	0.0193567980368908	0.00535679803689084	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:22.6759935Z
323	G18-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	38065.6350000014	0.0194933004002912	0.000493300400291177	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:25.7302491Z
324	G18-1	Unknown	CK	Internal Standards	Group 1	1	0.014	46905.548116725	0.0190374812716536	0.00503748127165355	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:25.7302491Z
325	G19-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	40711.9950000015	0.0188994626072361	0.000100537392763875	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:28.6793441Z
326	G19-1	Unknown	CK	Internal Standards	Group 1	1	0.014	30282.0881479688	0.0199048568691553	0.0059048568691553	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:28.6793441Z
327	G20-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	38779.3809999985	0.0198770543598579	0.000877054359857861	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:31.6736986Z
328	G20-1	Unknown	CK	Internal Standards	Group 1	1	0.014	54567.2041035581	0.0203986417155456	0.00639864171554555	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:31.6736986Z
329	G21-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	46286.8199999951	0.0188330187795179	0.000166981220482053	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:34.6768312Z
330	G21-1	Unknown	CK	Internal Standards	Group 1	1	0.014	62202.5339557053	0.0207563307619459	0.00675633076194586	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:34.6768312Z
331	G22-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	42238.6200000016	0.0191623622852528	0.000162362285252828	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:37.6812360Z
332	G22-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1463.38107817035	0.0230741321452315	0.00907413214523146	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:37.6812360Z
333	G23-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	45290.2050000017	0.0192601379041063	0.000260137904106322	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:40.6705770Z
334	G23-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1586.54188346503	0.0238478437927417	0.0098478437927417	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:40.6705770Z
335	G24-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	49125.4649999968	0.0196552839122031	0.000655283912203063	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:43.6732960Z
336	G24-1	Unknown	CK	Internal Standards	Group 1	1	0.014	44313.5650267101	0.0192601475231763	0.0052601475231763	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:54:43.6732960Z
337	H1-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	50725.8900000019	0.0185200438806806	0.00047995611931937	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:55.6792438Z
338	H1-1	Unknown	CK	Internal Standards	Group 1	1	0.014	9839.93120230834	0.0181686463895389	0.00416864638953889	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:55.6792438Z
339	H2-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	39013.199999996	0.0196433236915367	0.000643323691536673	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:52.6692157Z
340	H2-1	Unknown	CK	Internal Standards	Group 1	1	0.014	46220.8272444258	0.0192850360042137	0.00528503600421368	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:52.6692157Z
341	H3-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	42436.2454999979	0.0191809837279512	0.000180983727951212	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:49.6615416Z
342	H3-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1273.91559811663	0.0204931007708217	0.00649310077082172	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:49.6615416Z
343	H4-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	39838.5450000015	0.0191845312913432	0.000184531291343212	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:46.6675762Z
344	H4-1	Unknown	CK	Internal Standards	Group 1	1	0.014	43714.5114093946	0.0204285724496658	0.00642857244966582	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:46.6675762Z
345	H5-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	43241.7150000016	0.019429066723974	0.000429066723974029	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:43.6675678Z
346	H5-1	Unknown	CK	Internal Standards	Group 1	1	0.014	59236.9932859238	0.0198240371046081	0.00582403710460807	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:43.6675678Z
347	H6-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	35674.872499998	0.0190921493278174	9.21493278174465E-05	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:40.6985226Z
348	H6-1	Unknown	CK	Internal Standards	Group 1	1	0.014	48522.5767582577	0.0179128796077836	0.0039128796077836	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:40.6985226Z
349	H7-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	43838.1000000017	0.0190982829379375	9.82829379374724E-05	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:37.6650158Z
350	H7-1	Unknown	CK	Internal Standards	Group 1	1	0.014	8798.76715474369	0.021357111145035	0.007357111145035	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:37.6650158Z
351	H8-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	39826.8450000015	0.0192469053313221	0.0002469053313221	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:34.6718199Z
352	H8-1	Unknown	CK	Internal Standards	Group 1	1	0.014	50671.4215088667	0.0194130319752677	0.0054130319752677	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:34.6718199Z
353	H9-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	44791.3849999975	0.0189587909134351	4.12090865648668E-05	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:31.6687398Z
354	H9-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1290.69030021197	0.0229702766844341	0.00897027668443408	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:31.6687398Z
355	H10-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	46825.2899999958	0.0172828619162635	0.00171713808373652	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:28.6649790Z
356	H10-1	Unknown	CK	Internal Standards	Group 1	1	0.014	932.010488546231	0.0227535092725607	0.00875350927256069	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:28.6649790Z
357	H11-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	68485.3650000026	0.0185963501776129	0.000403649822387143	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:25.6703750Z
358	H11-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1072.42851240308	0.0186636123967976	0.00466361239679762	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:25.6703750Z
359	H12-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	61315.2200000047	0.0186451547766317	0.00035484522336825	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:22.6723760Z
360	H12-1	Unknown	CK	Internal Standards	Group 1	1	0.014	1212.93337594101	0.019130006952725	0.005130006952725	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:22.6723760Z
361	H13-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	38898.0899999985	0.0188314799608469	0.000168520039153078	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:19.6735564Z
362	H13-1	Unknown	CK	Internal Standards	Group 1	1	0.014	49148.9032862024	0.0205169585891	0.00651695858910005	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:19.6735564Z
363	H14-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	45384.4800000017	0.0188995099469016	0.000100490053098423	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:16.6750235Z
364	H14-1	Unknown	CK	Internal Standards	Group 1	1	0.014	2011.72818543436	0.02014235545859	0.00614235545858996	True	N/A		N/A		623.374	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:16.6750235Z
365	H15-1	Unknown	PPD	Quantifiers	Group 1	N/A	0.019	41890.7100000016	0.0185059437283308	0.000494056271669194	True	<2 points		N/A		461.332	Pass	Pass	True	Ok	2.5	2024-11-08T10:55:13.6704082Z
